transaction_id,date,customer_id,merchant,category,amount,payment_mode
TXN00344,2026-01-13,CUST047,Sanchez Ltd,shopping,706.68,UPI
TXN00345,2026-05-04,CUST028,Ward and Sons,travel,412.91,debit card
TXN00346,2025-07-09,CUST026,Bradley-Le,travel,359.95,net banking
TXN00347,2026-05-01,CUST001,Newman-Ferguson,groceries,105.47,credit card
TXN00348,2025-07-21,CUST032,White Inc,utilities,832.17,credit card
TXN00349,2025-07-01,CUST018,Jones Ltd,travel,888.52,credit card
TXN00350,2026-06-13,CUST031,Wagner LLC,dining,662.34,net banking
TXN00351,2025-10-28,CUST027,Edwards-Jones,travel,692.42,debit card
TXN00352,2026-06-02,CUST006,"Ponce, Bailey and Cox",utilities,90.41,UPI
TXN00353,2025-11-26,CUST044,Williams-Baker,travel,942.03,credit card
TXN00354,2026-03-01,CUST014,Goodwin Group,entertainment,198.56,debit card
TXN00355,2025-07-18,CUST038,"Garrett, Cruz and Daniels",entertainment,491.69,credit card
TXN00356,2025-08-24,CUST028,"Taylor, Powell and Young",utilities,894.96,UPI
TXN00357,2025-09-12,CUST028,"Case, Gilbert and Rojas",entertainment,104.91,debit card
TXN00358,2025-09-09,CUST036,"Clark, Bradshaw and Mitchell",utilities,542.22,net banking
TXN00359,2025-12-14,CUST035,"Rivera, Lee and Nash",utilities,39.87,debit card
TXN00360,2025-10-26,CUST015,"Nunez, Wilson and Davidson",travel,630.97,net banking
TXN00361,2025-12-01,CUST009,Smith LLC,travel,16.92,UPI
TXN00362,2025-09-30,CUST022,"Riley, Sosa and Taylor",dining,523.52,credit card
TXN00363,2025-08-20,CUST046,Smith-Gibson,shopping,709.11,debit card
TXN00364,2025-09-30,CUST029,Elliott-Miller,shopping,313.25,debit card
TXN00365,2025-08-08,CUST048,Moore-Alvarado,dining,88.94,net banking
TXN00366,2025-10-04,CUST030,Harris Inc,entertainment,137.74,net banking
TXN00367,2026-01-15,CUST034,"Rodriguez, Gonzalez and Jones",shopping,297.83,UPI
TXN00368,2025-11-11,CUST007,"Montgomery, Mccullough and Rodriguez",entertainment,151.12,UPI
TXN00369,2025-12-07,CUST012,Saunders-Cline,dining,602.38,UPI
TXN00370,2025-11-11,CUST005,Mason-Stevens,shopping,159.51,net banking
TXN00371,2026-06-11,CUST033,Bradley PLC,groceries,833.38,UPI
TXN00372,2025-11-23,CUST011,"Stokes, Warren and Cline",groceries,641.88,debit card
TXN00373,2025-09-14,CUST031,Turner Group,utilities,27.15,UPI
TXN00374,2025-08-28,CUST028,"Miller, Johnson and Wade",groceries,340.88,debit card
TXN00375,2025-12-22,CUST049,Sandoval Group,groceries,938.24,net banking
TXN00376,2025-08-02,CUST023,Henderson and Sons,groceries,640.54,credit card
TXN00377,2026-01-05,CUST031,Cooper Ltd,dining,417.72,credit card
TXN00378,2026-04-16,CUST018,"Ford, Hoffman and Mcdonald",travel,198.93,credit card
TXN00379,2025-07-11,CUST002,Elliott-Mckay,dining,267.79,net banking
TXN00380,2026-05-20,CUST006,Anderson Ltd,groceries,591.31,net banking
TXN00381,2025-09-08,CUST042,Duke LLC,dining,292.6,UPI
TXN00382,2025-08-30,CUST004,"Rangel, Mathews and Wong",shopping,846.81,net banking
TXN00383,2026-01-25,CUST041,Jones-Smith,dining,258.38,net banking
TXN00384,2026-02-26,CUST011,"Nelson, Harvey and Martinez",groceries,711.78,net banking
TXN00385,2025-07-13,CUST023,Michael-Mclaughlin,utilities,771.32,net banking
TXN00386,2025-12-23,CUST039,Sanchez PLC,groceries,496.91,credit card
TXN00387,2026-03-29,CUST016,Edwards Group,entertainment,125.3,UPI
TXN00388,2025-06-19,CUST020,Guzman-Roberson,utilities,476.48,net banking
TXN00389,2025-07-19,CUST047,Keller-Duncan,entertainment,746.0,net banking
TXN00390,2025-09-17,CUST031,Johnson PLC,dining,777.25,debit card
TXN00391,2025-09-28,CUST020,Mejia Group,shopping,650.44,credit card
TXN00392,2026-06-15,CUST022,"Burke, Mcintosh and Horne",travel,420.4,debit card
TXN00393,2026-04-22,CUST016,Booth Group,utilities,509.65,net banking
TXN00394,2025-10-20,CUST045,Watkins LLC,utilities,985.67,UPI
TXN00395,2025-08-16,CUST024,Edwards and Sons,dining,242.1,debit card
TXN00396,2026-02-17,CUST007,Gross and Sons,entertainment,308.53,credit card
TXN00397,2026-01-18,CUST037,Ewing Group,entertainment,308.09,credit card
TXN00398,2026-03-25,CUST021,Black PLC,shopping,925.04,UPI
TXN00399,2025-12-18,CUST021,Stout PLC,utilities,95.69,debit card
TXN00400,2026-04-23,CUST040,Campbell-Chan,utilities,73.84,credit card
TXN00401,2025-09-25,CUST023,"Page, Snyder and Lambert",utilities,458.24,net banking
TXN00402,2026-01-14,CUST047,"Carrillo, Espinoza and Ward",utilities,661.77,net banking
TXN00403,2025-12-09,CUST043,Clay LLC,utilities,863.4,debit card
TXN00404,2025-07-26,CUST029,"Hendrix, Watson and Porter",groceries,217.7,UPI
TXN00405,2025-09-28,CUST048,Torres-Owen,shopping,440.36,net banking
TXN00406,2026-05-23,CUST026,"Thomas, Anderson and Santiago",utilities,287.59,credit card
TXN00407,2026-02-21,CUST034,Rivera-Ramos,dining,300.33,debit card
TXN00408,2026-04-15,CUST029,Yu LLC,entertainment,225.98,net banking
TXN00409,2025-10-03,CUST040,Neal and Sons,dining,168.63,debit card
TXN00410,2025-11-28,CUST045,"Payne, Juarez and French",entertainment,786.37,net banking
TXN00411,2026-04-24,CUST005,Wilson-Morris,dining,45.0,credit card
TXN00412,2026-05-14,CUST019,"Douglas, Weiss and Holland",entertainment,16.07,credit card
TXN00413,2026-01-07,CUST019,Hudson-Brown,travel,403.13,UPI
TXN00414,2025-10-07,CUST027,Bailey-Smith,entertainment,543.75,UPI
TXN00415,2025-06-30,CUST042,Soto and Sons,travel,476.36,UPI
TXN00416,2025-11-10,CUST006,"Taylor, Hall and Mann",utilities,901.83,credit card
TXN00417,2026-03-27,CUST016,Rangel Group,entertainment,197.66,credit card
TXN00418,2025-07-21,CUST023,Lambert Group,groceries,334.58,UPI
TXN00419,2025-12-16,CUST010,Schmidt Ltd,entertainment,892.81,UPI
TXN00420,2025-12-10,CUST046,"Myers, Schmitt and Wiggins",entertainment,142.5,UPI
TXN00421,2025-07-23,CUST007,Campbell-Thomas,groceries,773.05,net banking
TXN00422,2025-12-11,CUST043,"Wagner, Gilmore and Oneill",travel,413.51,net banking
TXN00423,2025-07-28,CUST044,"Choi, Johnson and Mendoza",groceries,683.07,net banking
TXN00424,2025-10-16,CUST023,Taylor-Gardner,shopping,941.62,UPI
TXN00425,2025-10-11,CUST030,Rodriguez PLC,shopping,736.36,debit card
TXN00426,2026-05-23,CUST046,Taylor Ltd,shopping,429.16,net banking
TXN00427,2025-10-22,CUST021,Spence PLC,dining,143.41,debit card
TXN00428,2025-12-27,CUST033,Ross Inc,travel,611.55,credit card
TXN00429,2026-01-26,CUST044,Mitchell-Campos,utilities,732.25,credit card
TXN00430,2025-06-24,CUST032,Anderson-Martinez,entertainment,920.33,debit card
TXN00431,2025-12-03,CUST017,"Lewis, Carpenter and Thompson",utilities,977.25,net banking
TXN00432,2025-07-11,CUST045,Anderson-Anderson,utilities,20.55,UPI
TXN00433,2025-11-17,CUST009,"Sanchez, Wolfe and Roberts",shopping,228.46,UPI
TXN00434,2025-09-21,CUST039,"Mckee, Horn and George",dining,637.48,net banking
TXN00435,2025-10-20,CUST003,Kelley PLC,groceries,679.43,debit card
TXN00436,2025-11-18,CUST023,Hartman-Luna,utilities,690.7,credit card
TXN00437,2026-04-11,CUST010,Guzman-Martinez,entertainment,491.51,UPI
TXN00438,2026-03-29,CUST028,Sullivan-Horne,shopping,324.65,UPI
TXN00439,2026-01-11,CUST039,Perry-Robles,dining,966.54,credit card
TXN00440,2025-07-06,CUST028,Mack-Scott,groceries,305.84,credit card
TXN00441,2025-06-25,CUST029,Jones-Smith,shopping,925.43,net banking
TXN00442,2026-04-08,CUST038,Porter Group,travel,849.67,credit card
TXN00443,2025-12-13,CUST003,"Miller, Ward and Parker",travel,315.23,credit card
TXN00444,2025-12-17,CUST005,"Donovan, Brown and Cooke",groceries,30.66,UPI
TXN00445,2026-03-15,CUST014,Medina Ltd,groceries,353.85,debit card
TXN00446,2025-07-25,CUST002,Dunn LLC,travel,326.64,net banking
TXN00447,2025-09-19,CUST042,Garcia-Smith,dining,946.1,credit card
TXN00448,2026-05-31,CUST006,"Chavez, Shelton and Jones",travel,517.2,net banking
TXN00449,2025-12-29,CUST017,"Stanton, Hawkins and Henry",utilities,107.96,debit card
TXN00450,2025-11-13,CUST014,Thompson LLC,shopping,280.01,debit card
TXN00451,2025-09-14,CUST018,"Hunt, Baker and Sandoval",groceries,751.56,credit card
TXN00452,2025-11-24,CUST020,Lee PLC,shopping,533.63,credit card
TXN00453,2025-07-21,CUST001,Hampton LLC,dining,409.11,debit card
TXN00454,2025-07-09,CUST032,Kaufman Inc,entertainment,37.09,UPI
TXN00455,2026-05-14,CUST008,"Johnson, Jones and Garcia",travel,478.92,credit card
TXN00456,2025-08-16,CUST029,"Morton, Wright and Rose",utilities,863.7,UPI
TXN00457,2025-12-07,CUST013,Wright-Flores,shopping,157.52,credit card
TXN00458,2025-07-11,CUST019,Golden-Morales,dining,411.95,credit card
TXN00459,2025-06-25,CUST023,"Gilbert, Gonzalez and Pratt",dining,115.11,net banking
TXN00460,2025-07-07,CUST036,Johnson Inc,groceries,590.02,debit card
TXN00461,2025-11-28,CUST046,"White, Cobb and Sims",groceries,57.15,net banking
TXN00462,2025-09-28,CUST048,Moss LLC,groceries,61.83,net banking
TXN00463,2025-07-19,CUST042,"Maxwell, Lucas and Lewis",utilities,316.23,net banking
TXN00464,2025-08-31,CUST045,"Mccarty, Smith and White",utilities,935.49,net banking
TXN00465,2026-06-01,CUST038,"Smith, Walsh and White",dining,394.39,debit card
TXN00466,2026-06-15,CUST020,Conner-Rosario,dining,814.56,net banking
TXN00467,2025-12-10,CUST010,Harmon Group,entertainment,876.86,debit card
TXN00468,2026-02-03,CUST038,Rose-Thomas,travel,548.83,UPI
TXN00469,2025-07-27,CUST039,"Fox, Zuniga and Wilson",groceries,488.85,credit card
TXN00470,2025-12-15,CUST050,Hughes-Richards,groceries,530.54,net banking
TXN00471,2025-09-16,CUST042,Taylor and Sons,utilities,870.66,UPI
TXN00472,2026-05-17,CUST039,"Stevenson, Hoover and Munoz",shopping,824.9,credit card
TXN00473,2026-04-24,CUST014,"Smith, Holmes and Hale",travel,969.84,net banking
TXN00474,2026-02-12,CUST040,Gutierrez Group,utilities,129.17,debit card
TXN00475,2026-05-28,CUST030,Anderson-Ramirez,entertainment,176.34,credit card
TXN00476,2025-07-13,CUST007,Montgomery and Sons,utilities,305.94,net banking
TXN00477,2026-04-15,CUST041,Newton-Brown,dining,355.71,UPI
TXN00478,2026-05-08,CUST005,Pena and Sons,groceries,466.76,credit card
TXN00479,2026-04-19,CUST031,"Roberts, Carter and Mueller",dining,518.87,UPI
TXN00480,2026-03-01,CUST019,"Davis, Davidson and Thomas",entertainment,575.71,debit card
TXN00481,2025-07-05,CUST008,Hernandez and Sons,utilities,776.14,UPI
TXN00482,2025-09-09,CUST029,Brewer Ltd,groceries,412.84,credit card
TXN00483,2025-08-14,CUST011,Santiago-Miller,shopping,801.9,net banking
TXN00484,2026-04-10,CUST024,Wagner PLC,shopping,957.96,UPI
TXN00485,2025-09-23,CUST034,Phelps-Mcintyre,shopping,153.34,UPI
TXN00486,2025-09-08,CUST043,Fisher Group,shopping,746.42,debit card
TXN00487,2026-01-27,CUST047,Jackson Ltd,travel,593.12,debit card
TXN00488,2026-03-20,CUST046,"Newman, Love and Hodges",groceries,730.38,UPI
TXN00489,2025-10-27,CUST035,Vasquez-Harmon,dining,197.46,debit card
TXN00490,2026-04-29,CUST017,Mercer Group,travel,133.38,credit card
TXN00491,2026-03-11,CUST004,Malone-Williams,utilities,747.4,net banking
TXN00492,2026-05-16,CUST009,Johnson LLC,groceries,558.61,debit card
TXN00493,2026-04-23,CUST003,Cruz Group,entertainment,16.44,debit card
TXN00494,2025-09-13,CUST050,Jimenez PLC,travel,719.35,debit card
TXN00495,2025-12-06,CUST046,Scott-Haley,shopping,27.05,debit card
TXN00496,2025-10-20,CUST031,"Martinez, Gibson and Jimenez",entertainment,484.41,credit card
TXN00497,2025-09-28,CUST027,"Sutton, Morrison and Stevens",travel,768.82,credit card
TXN00498,2025-10-24,CUST010,"Meza, Stout and Brown",dining,500.87,credit card
TXN00499,2025-11-01,CUST035,"Reilly, Mann and Williams",entertainment,108.06,credit card
TXN00500,2026-05-30,CUST002,"Foster, Mccall and Curtis",entertainment,452.98,UPI
TXN00501,2025-06-28,CUST009,Russell PLC,utilities,943.19,net banking
TXN00502,2025-08-09,CUST026,"Cisneros, Fletcher and Reeves",travel,470.17,net banking
TXN00503,2025-08-26,CUST025,Perez LLC,travel,321.09,credit card
TXN00504,2026-01-27,CUST004,"Smith, Green and Rice",travel,214.75,credit card
TXN00505,2026-05-26,CUST003,"Coleman, Hendricks and Hanna",groceries,154.78,credit card
TXN00506,2026-05-31,CUST041,Boyd-Paul,entertainment,966.59,credit card
TXN00507,2025-09-11,CUST025,"Russell, Green and Chavez",shopping,196.6,debit card
TXN00508,2025-09-21,CUST012,Sanchez Ltd,groceries,701.63,credit card
TXN00509,2026-01-02,CUST038,Patterson-Levine,entertainment,40.94,UPI
TXN00510,2025-09-01,CUST035,Mooney-Perez,dining,81.37,UPI
TXN00511,2025-10-02,CUST017,"Rogers, Cherry and Marks",entertainment,699.01,net banking
TXN00512,2026-03-08,CUST008,"Hernandez, Nguyen and Herrera",utilities,803.67,net banking
TXN00513,2025-10-14,CUST046,"Cruz, Williamson and Taylor",groceries,455.91,credit card
TXN00514,2025-07-22,CUST049,Waters-Lucas,utilities,876.81,credit card
TXN00515,2026-05-01,CUST035,Ortega-Lee,shopping,273.57,credit card
TXN00516,2025-08-25,CUST031,Franklin and Sons,utilities,598.52,credit card
TXN00517,2026-01-29,CUST040,Dougherty Inc,shopping,283.07,credit card
TXN00518,2025-06-20,CUST034,"Watkins, Kirk and Rodriguez",dining,474.89,UPI
TXN00519,2025-08-15,CUST025,Soto-Morgan,travel,23.48,UPI
TXN00520,2026-01-17,CUST041,Leonard Ltd,entertainment,463.28,debit card
TXN00521,2026-05-26,CUST049,Mcmillan Ltd,shopping,297.92,credit card
TXN00522,2025-10-24,CUST036,"Garcia, Long and Robinson",entertainment,870.61,net banking
TXN00523,2025-07-20,CUST050,"Jones, Contreras and Jordan",entertainment,897.63,credit card
TXN00524,2026-03-20,CUST001,"Smith, Powell and Martin",travel,531.29,UPI
TXN00525,2026-04-18,CUST027,Simmons Inc,utilities,941.59,UPI
TXN00526,2025-08-29,CUST036,Durham-Rubio,dining,975.99,credit card
TXN00527,2025-10-10,CUST001,Gray LLC,shopping,392.68,credit card
TXN00528,2026-03-27,CUST043,Larson-Mason,travel,611.26,credit card
TXN00529,2025-12-12,CUST006,"Wilson, Lopez and Barnes",travel,303.11,debit card
TXN00530,2025-09-24,CUST019,"Weiss, Copeland and Ward",entertainment,805.59,credit card
TXN00531,2026-05-29,CUST024,Hickman-Pena,utilities,836.62,net banking
TXN00532,2025-07-12,CUST028,Burton-Wilson,shopping,921.8,UPI
TXN00533,2025-12-04,CUST010,Wong LLC,groceries,135.75,debit card
TXN00534,2026-06-01,CUST002,Brown-Ray,utilities,403.81,net banking
TXN00535,2026-03-11,CUST018,"Clarke, Lindsey and Mckinney",utilities,615.32,credit card
TXN00536,2026-02-16,CUST020,Wallace Ltd,travel,213.36,credit card
TXN00537,2025-07-27,CUST011,Trevino and Sons,shopping,976.69,UPI
TXN00538,2025-09-07,CUST020,"Mcclain, Smith and Rios",groceries,519.74,UPI
TXN00539,2025-09-15,CUST044,"Johnson, Stokes and Gardner",shopping,245.86,debit card
TXN00540,2025-11-29,CUST046,Orozco-Stein,travel,432.69,UPI
TXN00541,2026-02-08,CUST002,"Smith, Baker and Blanchard",groceries,89.98,debit card
TXN00542,2025-09-06,CUST004,Camacho Inc,dining,563.51,net banking
TXN00543,2026-04-27,CUST012,"Perry, Powers and Ward",entertainment,227.03,net banking
TXN00544,2026-02-28,CUST010,"Garcia, Rodriguez and Sullivan",dining,877.54,UPI
TXN00545,2026-01-01,CUST049,"Butler, Johnson and Cervantes",entertainment,611.21,net banking
TXN00546,2025-07-07,CUST031,Morales Group,shopping,318.03,debit card
TXN00547,2026-03-22,CUST024,Payne-Hansen,groceries,434.8,net banking
TXN00548,2025-07-07,CUST004,Thomas-Anderson,shopping,472.67,net banking
TXN00549,2025-10-17,CUST033,"Smith, Perry and Espinoza",dining,622.02,credit card
TXN00550,2026-02-11,CUST007,"Greene, Morales and Morgan",utilities,149.52,debit card
TXN00551,2025-08-16,CUST020,Brown and Sons,groceries,753.67,debit card
TXN00552,2025-08-05,CUST002,Lewis Group,utilities,60.23,debit card
TXN00553,2026-06-13,CUST013,"Washington, Hernandez and Ortiz",shopping,999.82,net banking
TXN00554,2025-06-17,CUST002,Gross-West,utilities,686.28,debit card
TXN00555,2026-02-08,CUST038,"Smith, Hancock and Long",utilities,178.34,net banking
TXN00556,2025-09-05,CUST008,"Dixon, Hammond and Obrien",entertainment,82.06,net banking
TXN00557,2026-01-16,CUST043,"Parker, Carlson and Greene",groceries,308.58,debit card
TXN00558,2025-07-24,CUST001,Williams-Boyd,shopping,81.48,credit card
TXN00559,2025-12-19,CUST002,Anderson-Moss,dining,476.99,debit card
TXN00560,2026-03-01,CUST050,Reilly Group,groceries,188.28,UPI
TXN00561,2026-01-10,CUST041,Walker-Smith,shopping,795.54,credit card
TXN00562,2026-03-17,CUST031,"Rios, Jenkins and Taylor",shopping,650.14,net banking
TXN00563,2026-01-23,CUST002,Webster LLC,groceries,374.09,debit card
TXN00564,2025-12-17,CUST041,Ochoa and Sons,shopping,316.93,credit card
TXN00565,2025-09-24,CUST002,Winters-Ball,groceries,570.85,UPI
TXN00566,2025-10-04,CUST016,Wilcox-Bautista,shopping,101.72,UPI
TXN00567,2025-07-07,CUST001,"Wells, Thompson and Johnson",shopping,719.14,UPI
TXN00568,2025-10-09,CUST018,Romero-Hood,travel,743.52,UPI
TXN00569,2025-09-03,CUST027,Murray-Short,entertainment,410.86,UPI
TXN00570,2025-09-25,CUST030,Hunt-Clark,entertainment,342.77,net banking
TXN00571,2025-09-12,CUST029,"Cruz, Ware and Pugh",entertainment,479.93,debit card
TXN00572,2025-10-21,CUST018,Carlson PLC,shopping,553.63,debit card
TXN00573,2026-03-10,CUST038,"Powell, Abbott and Morrison",utilities,856.72,net banking
TXN00574,2025-12-21,CUST033,"Novak, Gould and Chan",shopping,145.02,UPI
TXN00575,2025-12-01,CUST040,Martin-Acosta,shopping,112.62,debit card
TXN00576,2025-11-30,CUST019,Bartlett-Jones,utilities,182.56,net banking
TXN00577,2026-01-31,CUST039,Hurst LLC,travel,719.67,credit card
TXN00578,2026-02-15,CUST017,"Jenkins, Moon and Sanchez",travel,155.78,credit card
TXN00579,2025-10-30,CUST031,Franklin PLC,travel,978.36,UPI
TXN00580,2025-07-17,CUST019,"Davidson, Griffin and Turner",dining,143.66,debit card
TXN00581,2026-03-01,CUST014,Ward Ltd,groceries,909.98,debit card
TXN00582,2025-11-11,CUST020,Fisher-Clark,travel,26.61,debit card
TXN00583,2025-09-14,CUST031,Williams-Vasquez,travel,836.44,net banking
TXN00584,2026-06-08,CUST008,Marshall LLC,utilities,422.93,debit card
TXN00585,2026-02-24,CUST036,"Henderson, Rivera and Pierce",travel,462.13,net banking
TXN00586,2025-07-03,CUST041,Johnston-Jones,entertainment,978.41,credit card
TXN00587,2025-08-23,CUST010,Brown-Lane,groceries,733.31,net banking
TXN00588,2026-04-13,CUST037,Miller PLC,shopping,668.97,net banking
TXN00589,2025-08-02,CUST049,George and Sons,shopping,46.83,credit card
TXN00590,2026-05-12,CUST045,Klein-Russell,shopping,532.92,debit card
TXN00591,2026-06-01,CUST049,Davis and Sons,shopping,252.48,net banking
TXN00592,2026-04-01,CUST002,"Whitney, Roberts and Contreras",utilities,466.04,net banking
TXN00593,2026-06-08,CUST025,Holmes-Brown,groceries,68.27,debit card
TXN00594,2025-10-05,CUST006,Jones-Cox,shopping,828.53,debit card
TXN00595,2025-07-25,CUST011,"Knight, Ramirez and Wade",entertainment,612.97,net banking
TXN00596,2025-07-01,CUST034,"Williams, Duncan and Byrd",groceries,598.14,credit card
TXN00597,2026-01-21,CUST040,"Bryant, Delgado and Lewis",shopping,415.78,debit card
TXN00598,2026-04-17,CUST014,Browning Group,travel,841.68,debit card
TXN00599,2025-07-25,CUST010,"Oliver, Mitchell and Olsen",entertainment,40.7,net banking
TXN00600,2025-09-26,CUST002,Duke-Bean,shopping,976.65,credit card
TXN00601,2026-02-16,CUST050,"Cruz, Collins and Rivers",travel,183.55,credit card
TXN00602,2026-04-16,CUST007,Thomas-Hall,shopping,74.06,net banking
TXN00603,2026-05-08,CUST011,Lewis-Jensen,groceries,755.67,debit card
TXN00604,2026-06-15,CUST038,Lawrence-Reyes,entertainment,417.07,UPI
TXN00605,2025-12-03,CUST025,Watkins LLC,groceries,662.66,credit card
TXN00606,2026-03-18,CUST045,Henderson-Gonzalez,shopping,37.88,UPI
TXN00607,2025-08-05,CUST046,Garcia LLC,shopping,454.83,debit card
TXN00608,2025-12-25,CUST049,Turner Ltd,dining,320.64,debit card
TXN00609,2025-10-16,CUST044,Tran-Moreno,travel,536.15,net banking
TXN00610,2026-06-16,CUST010,"Lamb, Gutierrez and Dixon",shopping,42.67,credit card
TXN00611,2026-03-03,CUST008,Smith Group,groceries,239.92,UPI
TXN00612,2026-01-14,CUST024,Mcconnell PLC,entertainment,301.74,debit card
TXN00613,2026-01-09,CUST013,Carter Group,dining,784.28,credit card
TXN00614,2025-11-20,CUST001,Bell Inc,travel,674.7,debit card
TXN00615,2025-08-15,CUST029,Shaw-Gilbert,shopping,361.1,net banking
TXN00616,2026-01-11,CUST016,Herrera-Ortega,utilities,420.59,debit card
TXN00617,2026-02-26,CUST008,Barton-Gonzales,travel,73.62,credit card
TXN00618,2025-06-17,CUST047,Allen Ltd,utilities,764.32,net banking
TXN00619,2025-06-23,CUST047,Thomas-Bell,entertainment,34.29,net banking
TXN00620,2025-07-06,CUST046,Gonzalez PLC,groceries,924.66,UPI
TXN00621,2025-11-04,CUST008,Davis-Eaton,groceries,502.77,net banking
TXN00622,2025-10-30,CUST012,Moore Inc,groceries,432.78,UPI
TXN00623,2026-06-03,CUST034,Hayes Ltd,utilities,360.93,credit card
TXN00624,2026-03-30,CUST024,"Pierce, Kelly and Williams",travel,992.55,debit card
TXN00625,2025-10-15,CUST027,Suarez Group,travel,539.13,credit card
TXN00626,2026-06-09,CUST039,Mueller-Miller,groceries,893.91,credit card
TXN00627,2025-11-28,CUST021,"Miller, Gates and Vaughan",groceries,506.58,net banking
TXN00628,2025-07-26,CUST043,"Knight, Wilson and Gonzalez",groceries,302.9,debit card
TXN00629,2025-09-13,CUST007,Newman Inc,utilities,414.35,debit card
TXN00630,2025-06-27,CUST022,Gibson PLC,dining,342.07,debit card
TXN00631,2026-01-25,CUST008,Davis LLC,entertainment,55.56,credit card
TXN00632,2025-10-30,CUST047,Vazquez Group,utilities,34.36,net banking
TXN00633,2025-06-20,CUST043,Arnold Inc,groceries,774.36,debit card
TXN00634,2025-07-05,CUST043,"Anderson, Caldwell and Bowers",utilities,524.96,UPI
TXN00635,2025-11-09,CUST034,Smith-Murray,shopping,345.5,UPI
TXN00636,2026-03-08,CUST003,Bradshaw LLC,shopping,534.11,credit card
TXN00637,2025-12-10,CUST023,"Wright, Edwards and Franklin",shopping,230.68,net banking
TXN00638,2025-10-29,CUST018,Berry-Garrison,dining,965.19,debit card
TXN00639,2026-02-28,CUST007,Hansen Inc,utilities,922.64,UPI
TXN00640,2025-09-18,CUST037,Roberts-Banks,groceries,43.22,credit card
TXN00641,2025-06-22,CUST013,Myers Inc,entertainment,839.14,debit card
TXN00642,2025-10-20,CUST028,Rivera-Pierce,groceries,589.29,UPI
TXN00643,2025-07-26,CUST012,Lane Group,travel,173.18,net banking
TXN00644,2026-05-09,CUST033,Pacheco-Schaefer,utilities,771.69,net banking
TXN00645,2026-04-28,CUST006,"Huff, Camacho and Rogers",travel,661.55,debit card
TXN00646,2025-11-04,CUST008,Jones LLC,groceries,421.18,UPI
TXN00647,2026-05-04,CUST048,"Vaughn, Phillips and Francis",travel,60.06,debit card
TXN00648,2026-01-08,CUST038,Smith-Gordon,travel,100.14,net banking
TXN00649,2026-02-04,CUST042,Kim-Leblanc,entertainment,685.66,debit card
TXN00650,2025-10-12,CUST045,Curry-Brown,travel,668.46,net banking
TXN00651,2026-03-29,CUST005,"Lane, Sims and Murphy",entertainment,348.19,UPI
TXN00652,2026-06-13,CUST007,"Thomas, Johnson and Diaz",groceries,811.92,UPI
TXN00653,2026-01-07,CUST026,Mason PLC,groceries,200.75,UPI
TXN00654,2025-09-13,CUST029,"Travis, Adams and Chandler",groceries,642.69,net banking
TXN00655,2026-04-02,CUST042,Bishop-Sanchez,travel,86.55,UPI
TXN00656,2026-01-02,CUST005,Morgan-Rowland,travel,451.39,credit card
TXN00657,2025-11-27,CUST006,"Whitaker, Berry and Sutton",entertainment,325.46,debit card
TXN00658,2026-02-20,CUST020,Johnston-White,groceries,799.53,UPI
TXN00659,2025-09-23,CUST024,Benson Group,entertainment,491.87,credit card
TXN00660,2026-03-05,CUST045,Williams-Rodriguez,groceries,489.35,net banking
TXN00661,2026-05-04,CUST035,Smith and Sons,groceries,285.48,net banking
TXN00662,2026-04-09,CUST041,Johnson-Garner,travel,617.79,net banking
TXN00663,2026-01-17,CUST041,"Rodgers, Nunez and Rosales",groceries,272.53,credit card
TXN00664,2025-11-29,CUST031,Oneill-Fox,shopping,271.29,net banking
TXN00665,2026-02-17,CUST032,Harris-Barron,shopping,467.77,credit card
TXN00666,2026-06-02,CUST019,Whitaker Group,dining,959.1,debit card
TXN00667,2026-02-03,CUST044,Mercado-Dean,groceries,629.55,debit card
TXN00668,2026-01-20,CUST017,Smith and Sons,dining,100.3,net banking
TXN00669,2026-03-01,CUST021,George-Collins,utilities,951.82,UPI
TXN00670,2025-07-07,CUST036,Ferrell-Vega,entertainment,363.07,debit card
TXN00671,2026-04-08,CUST022,"Parker, Hernandez and Austin",travel,528.59,debit card
TXN00672,2026-01-24,CUST028,Reyes LLC,dining,12.13,UPI
TXN00673,2025-10-04,CUST019,Johnson-Figueroa,dining,305.58,net banking
TXN00674,2025-09-24,CUST041,Gross-Roberts,entertainment,241.11,net banking
TXN00675,2026-01-27,CUST018,Porter PLC,entertainment,449.16,credit card
TXN00676,2025-06-22,CUST039,"Hunter, Williams and Lyons",shopping,452.49,net banking
TXN00677,2026-03-11,CUST019,"Clark, Pham and Robbins",utilities,995.19,UPI
TXN00678,2025-10-24,CUST023,Rodriguez-Keller,shopping,319.23,UPI
TXN00679,2026-06-10,CUST017,Wallace-Mitchell,utilities,468.81,UPI
TXN00680,2025-07-23,CUST034,Garcia-Wilson,groceries,828.78,credit card
TXN00681,2026-02-08,CUST018,"Alvarado, Aguilar and Garcia",shopping,231.92,debit card
TXN00682,2025-07-08,CUST037,Myers-Hampton,utilities,727.96,net banking
TXN00683,2026-01-17,CUST046,Hunter-Beck,utilities,623.71,debit card
TXN00684,2026-01-29,CUST023,Higgins PLC,shopping,888.69,net banking
TXN00685,2026-01-27,CUST012,Berry-Miller,utilities,541.16,credit card
TXN00686,2025-11-21,CUST049,"Russell, Ellis and Jackson",shopping,133.79,credit card
TXN00687,2026-01-28,CUST029,Fischer and Sons,dining,760.96,UPI
