transaction_id,date,customer_id,merchant,category,amount,payment_mode,month,day_of_week,rolling_avg_7d
TXN00556,2025-09-05,CUST008,"Dixon, Hammond and Obrien",entertainment,82.06,net banking,9,4,577.7
TXN01202,2025-09-22,CUST008,Hart-Bell,shopping,398.75,UPI,9,0,526.36
TXN01267,2025-10-24,CUST008,Carter Ltd,travel,706.26,credit card,10,4,494.88
TXN00621,2025-11-04,CUST008,Davis-Eaton,groceries,502.77,net banking,11,1,499.59
TXN00646,2025-11-04,CUST008,Jones LLC,groceries,421.18,UPI,11,1,457.32
TXN00029,2025-11-09,CUST008,Burton Inc,utilities,85.9,net banking,11,6,451.48
TXN01690,2025-11-12,CUST008,Ali-Duke,utilities,591.94,net banking,11,2,398.41
TXN01589,2025-12-02,CUST008,Solis Inc,travel,440.99,UPI,12,1,449.68
TXN01168,2025-12-18,CUST008,Unknown Merchant,groceries,693.0,net banking,12,3,491.72
TXN00974,2026-01-07,CUST008,"Horn, Holmes and Mahoney",travel,691.81,debit card,1,2,489.66
TXN01035,2026-01-14,CUST008,Collins and Sons,groceries,343.85,UPI,1,2,466.95
TXN00631,2026-01-25,CUST008,Davis LLC,entertainment,55.56,credit card,1,6,414.72
TXN00026,2026-02-07,CUST008,"Torres, Nelson and Olson",entertainment,632.65,UPI,2,5,492.83
TXN00793,2026-02-08,CUST008,Brown Group,dining,100.2,UPI,2,6,422.58
TXN01418,2026-02-14,CUST008,Lopez PLC,groceries,842.88,UPI,2,5,479.99
TXN00617,2026-02-26,CUST008,Barton-Gonzales,travel,73.62,credit card,2,3,391.51
TXN00789,2026-02-28,CUST008,Reed-Carter,travel,829.69,UPI,2,5,411.21
TXN00611,2026-03-03,CUST008,Smith Group,groceries,239.92,UPI,3,1,396.36
TXN00884,2026-03-06,CUST008,Bailey-Sloan,utilities,665.12,debit card,3,4,483.44
TXN00512,2026-03-08,CUST008,"Hernandez, Nguyen and Herrera",utilities,803.67,net banking,3,6,507.87
TXN01540,2026-03-16,CUST008,Nixon-Long,groceries,306.16,credit card,3,0,537.29
TXN00020,2026-03-30,CUST008,Haley Group,entertainment,640.8,UPI,3,0,508.43
TXN01493,2026-04-01,CUST008,Olson LLC,travel,259.01,credit card,4,2,534.91
TXN00091,2026-04-11,CUST008,Klein Group,utilities,507.67,credit card,4,5,488.91
TXN01749,2026-04-22,CUST008,"Mills, Sanchez and Luna",travel,592.07,net banking,4,2,539.21
TXN01394,2026-04-26,CUST008,Smith Ltd,groceries,503.28,credit card,4,6,516.09
TXN01550,2026-05-04,CUST008,Vasquez-Thomas,utilities,416.23,debit card,5,0,460.75
TXN00313,2026-05-08,CUST008,Garcia-Larson,dining,933.38,UPI,5,4,550.35
TXN00455,2026-05-14,CUST008,"Johnson, Jones and Garcia",travel,478.92,credit card,5,3,527.22
TXN00022,2026-05-31,CUST008,"Wong, Munoz and Irwin",groceries,437.15,UPI,5,6,552.67
TXN00584,2026-06-08,CUST008,Marshall LLC,utilities,422.93,debit card,6,0,540.57
TXN00816,2026-06-10,CUST008,White-Eaton,entertainment,801.27,net banking,6,2,570.45
TXN01574,2026-06-13,CUST008,Jones-Jenkins,shopping,555.78,net banking,6,5,577.95
TXN01213,2026-06-14,CUST008,Coleman-Ellis,dining,711.24,net banking,6,6,620.1
TXN01873,2026-06-16,CUST008,Moore-Walter,entertainment,706.48,net banking,6,1,587.68
TXN00341,2025-06-23,CUST009,Heath-Miller,groceries,740.02,credit card,6,0,740.02
TXN00501,2025-06-28,CUST009,Russell PLC,utilities,943.19,net banking,6,5,841.6
TXN00700,2025-07-26,CUST009,Medina and Sons,entertainment,209.5,net banking,7,5,630.9
TXN01563,2025-08-22,CUST009,Melendez Inc,entertainment,31.71,debit card,8,4,481.1
TXN01746,2025-08-24,CUST009,Ryan-Bishop,travel,463.44,UPI,8,6,477.57
TXN00990,2025-09-18,CUST009,Meyer-Henry,shopping,954.02,net banking,9,3,556.98
TXN00293,2025-09-19,CUST009,Hogan-Martinez,utilities,889.19,UPI,9,4,604.44
TXN01378,2025-09-20,CUST009,Benson-Jones,groceries,262.67,debit card,9,5,536.25
TXN01607,2025-09-26,CUST009,"Robertson, Harvey and Morrison",shopping,772.41,UPI,9,4,511.85
TXN01566,2025-10-15,CUST009,"Watkins, Carter and Lopez",shopping,462.14,UPI,10,2,547.94
TXN01272,2025-10-22,CUST009,"Mason, Hamilton and Conway",entertainment,704.35,credit card,10,2,644.03
TXN01449,2025-10-25,CUST009,"Francis, Hines and Smith",utilities,943.58,UPI,10,5,712.62
TXN00765,2025-10-31,CUST009,Unknown Merchant,entertainment,344.83,credit card,10,4,625.6
TXN01436,2025-11-02,CUST009,Brown LLC,entertainment,938.71,UPI,11,6,632.67
TXN00042,2025-11-11,CUST009,Boyd Group,utilities,261.86,debit card,11,1,632.55
TXN00433,2025-11-17,CUST009,"Sanchez, Wolfe and Roberts",shopping,4518.51,UPI,11,0,1167.71
TXN01109,2025-11-25,CUST009,"Reed, Castaneda and Myers",groceries,673.08,UPI,11,1,1197.85
TXN00361,2025-12-01,CUST009,Smith LLC,travel,16.92,UPI,12,0,1099.64
TXN00854,2025-12-03,CUST009,"Calderon, Dawson and Peterson",dining,338.98,UPI,12,2,1013.27
TXN00718,2025-12-16,CUST009,Allen-Bell,groceries,49.61,credit card,12,1,971.1
TXN01551,2026-01-05,CUST009,"Bird, Freeman and Smith",dining,799.33,debit card,1,0,951.18
TXN00279,2026-01-18,CUST009,Hebert-Sosa,groceries,311.4,net banking,1,6,958.26
TXN01827,2026-01-27,CUST009,Edwards Inc,entertainment,53.27,net banking,1,1,320.37
TXN01794,2026-03-03,CUST009,"Wheeler, Clark and Jones",shopping,949.83,net banking,3,1,359.91
TXN01121,2026-03-09,CUST009,Jones LLC,shopping,445.92,debit card,3,0,421.19
TXN00060,2026-03-16,CUST009,Lawrence PLC,shopping,273.89,credit card,3,0,411.89
TXN01260,2026-04-17,CUST009,"Porter, Frost and Fuller",dining,21.35,UPI,4,4,407.86
TXN01521,2026-04-29,CUST009,Foster-Baxter,shopping,641.8,debit card,4,2,385.35
TXN01740,2026-05-06,CUST009,Hall Group,groceries,891.97,debit card,5,2,468.29
TXN00882,2026-05-15,CUST009,Strong-Harris,dining,89.76,net banking,5,4,473.5
TXN00492,2026-05-16,CUST009,Unknown Merchant,groceries,558.61,debit card,5,5,417.61
TXN01832,2026-05-17,CUST009,Daniels Ltd,dining,428.05,UPI,5,6,415.06
TXN01138,2026-06-03,CUST009,"Simpson, Perkins and Graham",groceries,726.52,credit card,6,2,479.72
TXN00744,2025-06-19,CUST010,"Davis, Levine and Johnson",dining,53.07,UPI,6,3,53.07
TXN01928,2025-06-19,CUST010,Moore-Arroyo,travel,867.32,debit card,6,3,460.2
TXN00828,2025-06-27,CUST010,Rodriguez-Marquez,travel,156.06,UPI,6,4,358.82
TXN01844,2025-07-04,CUST010,Bryant-Chen,utilities,842.14,debit card,7,4,479.65
TXN01908,2025-07-13,CUST010,Phillips-Diaz,groceries,706.84,credit card,7,6,525.09
TXN00778,2025-07-18,CUST010,Walker Inc,groceries,331.26,net banking,7,4,492.78
TXN00599,2025-07-25,CUST010,"Oliver, Mitchell and Olsen",entertainment,40.7,net banking,7,4,428.2
TXN01451,2025-07-27,CUST010,Walker-Rose,utilities,908.57,debit card,7,6,550.41
TXN00098,2025-07-29,CUST010,Cole and Sons,entertainment,551.04,debit card,7,1,505.23
TXN00930,2025-08-05,CUST010,"Adams, Peterson and Kirk",entertainment,339.36,credit card,8,1,531.42
TXN01600,2025-08-07,CUST010,Barnett-Jenkins,groceries,932.89,UPI,8,3,544.38
TXN01044,2025-08-16,CUST010,Ochoa Inc,dining,458.06,debit card,8,5,508.84
TXN01289,2025-08-16,CUST010,Williams PLC,travel,838.91,UPI,8,5,581.36
TXN01501,2025-08-18,CUST010,Dunlap-Rose,groceries,595.65,UPI,8,0,660.64
TXN00587,2025-08-23,CUST010,Brown-Lane,groceries,733.31,net banking,8,5,635.6
TXN00310,2025-08-24,CUST010,Salazar LLC,utilities,442.17,credit card,8,6,620.05
TXN01681,2025-08-27,CUST010,"Archer, Myers and Mack",shopping,210.46,UPI,8,2,601.64
TXN01694,2025-09-08,CUST010,Dixon-Pruitt,utilities,554.07,UPI,9,0,547.52
TXN01137,2025-09-23,CUST010,Tucker-Blackburn,entertainment,212.31,credit card,9,1,512.41
TXN01590,2025-10-03,CUST010,"Conrad, Mathews and Stevenson",dining,963.39,UPI,10,4,530.19
TXN00498,2025-10-24,CUST010,"Meza, Stout and Brown",dining,500.87,credit card,10,4,516.65
TXN00949,2025-10-28,CUST010,Velasquez-Cooke,travel,844.81,net banking,10,1,532.58
TXN01899,2025-10-31,CUST010,Summers LLC,groceries,982.83,debit card,10,4,609.82
TXN00306,2025-11-04,CUST010,Williams-Decker,utilities,466.08,net banking,11,1,646.34
TXN01942,2025-11-04,CUST010,Pacheco-Miles,travel,263.21,UPI,11,1,604.79
TXN00533,2025-12-04,CUST010,Wong LLC,groceries,135.75,debit card,12,3,593.85
TXN00467,2025-12-10,CUST010,Harmon Group,entertainment,876.86,debit card,12,2,581.49
TXN01071,2025-12-11,CUST010,Burton Group,groceries,139.28,debit card,12,3,529.83
TXN00419,2025-12-16,CUST010,Schmidt Ltd,entertainment,892.81,UPI,12,1,536.69
TXN00926,2025-12-21,CUST010,Fischer Inc,utilities,55.73,debit card,12,6,404.25
TXN00245,2026-01-12,CUST010,Cook and Sons,travel,726.75,net banking,1,0,441.48
TXN01612,2026-01-13,CUST010,May-Mclaughlin,travel,835.71,net banking,1,1,523.27
TXN00126,2026-01-21,CUST010,Baldwin-Collier,travel,106.67,debit card,1,2,519.12
TXN00178,2026-01-21,CUST010,Vazquez-Lloyd,entertainment,607.9,credit card,1,2,480.69
TXN00717,2026-01-26,CUST010,Gonzalez-Boone,groceries,526.37,credit card,1,0,535.99
TXN00155,2026-01-31,CUST010,"Hendricks, Wright and Campbell",travel,726.75,credit card,1,5,512.27
TXN01410,2026-02-01,CUST010,"Carroll, Gonzalez and Soto",travel,585.49,net banking,2,6,587.95
TXN01238,2026-02-08,CUST010,Sellers-Curry,travel,571.46,UPI,2,6,565.76
TXN01144,2026-02-09,CUST010,"Burns, Martinez and Rasmussen",travel,814.51,UPI,2,0,562.74
TXN00841,2026-02-16,CUST010,Anderson-Jensen,utilities,609.56,UPI,2,0,634.58
TXN01059,2026-02-25,CUST010,"Woods, Flynn and Martinez",shopping,521.95,credit card,2,2,622.3
TXN00544,2026-02-28,CUST010,"Garcia, Rodriguez and Sullivan",dining,877.54,UPI,2,5,672.47
TXN01535,2026-03-02,CUST010,"Cook, Herrera and Castro",entertainment,426.63,credit card,3,0,629.59
TXN01427,2026-04-03,CUST010,"Ferguson, Dickson and Ochoa",shopping,211.77,net banking,4,4,576.2
TXN00437,2026-04-11,CUST010,Guzman-Martinez,entertainment,491.51,UPI,4,5,564.78
TXN01705,2026-04-18,CUST010,Taylor LLC,dining,300.22,UPI,4,5,491.31
TXN00186,2026-05-15,CUST010,Reese-Smith,groceries,131.69,debit card,5,4,423.04
TXN00952,2026-05-19,CUST010,"Woods, Banks and Sanchez",entertainment,675.96,net banking,5,1,445.05
TXN01518,2026-05-22,CUST010,Wagner-Sullivan,shopping,569.25,debit card,5,4,401.0
TXN01148,2026-05-30,CUST010,Anderson Group,entertainment,571.6,debit card,5,5,421.71
TXN00159,2026-06-05,CUST010,Long Group,travel,536.24,UPI,6,4,468.07
TXN00721,2026-06-08,CUST010,Jones-Wolfe,entertainment,221.36,debit card,6,0,429.47
TXN01025,2026-06-08,CUST010,"Gilbert, Fisher and Khan",groceries,811.47,UPI,6,0,502.51
TXN00610,2026-06-16,CUST010,"Lamb, Gutierrez and Dixon",shopping,42.67,credit card,6,1,489.79
TXN01106,2025-06-29,CUST011,Montoya-Olsen,groceries,318.3,debit card,6,6,318.3
TXN01524,2025-07-02,CUST011,Robinson LLC,groceries,762.63,debit card,7,2,540.46
TXN01530,2025-07-04,CUST011,"Ryan, Rios and Kramer",shopping,843.53,debit card,7,4,641.49
TXN00595,2025-07-25,CUST011,"Knight, Ramirez and Wade",entertainment,612.97,net banking,7,4,634.36
TXN00712,2025-07-25,CUST011,Garza-Ramsey,entertainment,564.07,UPI,7,4,620.3
TXN00537,2025-07-27,CUST011,Trevino and Sons,shopping,976.69,UPI,7,6,679.7
TXN00780,2025-08-09,CUST011,Mcgee-Solomon,utilities,866.41,net banking,8,5,706.37
TXN00483,2025-08-14,CUST011,Santiago-Miller,shopping,801.9,net banking,8,3,775.46
TXN00958,2025-08-20,CUST011,Mcdaniel-Taylor,groceries,118.94,UPI,8,2,683.5
TXN01379,2025-08-30,CUST011,"Kramer, Kim and Black",shopping,887.2,net banking,8,5,689.74
TXN01750,2025-08-30,CUST011,"Lane, Mosley and Gomez",dining,705.49,debit card,8,5,702.96
TXN01074,2025-09-04,CUST011,Phelps-Morrison,shopping,14.3,credit card,9,3,624.42
TXN00691,2025-11-01,CUST011,Cook-Perry,dining,58.29,credit card,11,5,493.22
TXN00858,2025-11-03,CUST011,"Perry, Robinson and Parker",utilities,684.71,net banking,11,0,467.26
TXN00372,2025-11-23,CUST011,"Stokes, Warren and Cline",groceries,641.88,debit card,11,6,444.4
TXN01696,2025-11-23,CUST011,Molina PLC,entertainment,810.17,credit card,11,6,543.15
TXN00981,2025-12-01,CUST011,Beasley LLC,travel,620.53,debit card,12,0,505.05
TXN01262,2025-12-09,CUST011,Bishop LLC,shopping,706.72,debit card,12,1,505.23
TXN01833,2026-01-21,CUST011,Leach Inc,travel,200.49,debit card,1,2,531.83
TXN01697,2026-02-09,CUST011,"Ingram, Clark and Anderson",utilities,181.74,net banking,2,0,549.46
TXN01090,2026-02-13,CUST011,Fischer LLC,entertainment,80.92,credit card,2,4,463.21
TXN00384,2026-02-26,CUST011,"Nelson, Harvey and Martinez",groceries,711.78,net banking,2,3,473.19
TXN00017,2026-03-25,CUST011,Wiley-Huff,shopping,803.49,credit card,3,2,472.24
TXN01985,2026-04-01,CUST011,Waters-Stewart,shopping,197.75,UPI,4,2,411.84
TXN01125,2026-04-25,CUST011,Villanueva-Carlson,utilities,527.09,net banking,4,5,386.18
TXN01376,2026-04-25,CUST011,Arnold LLC,dining,292.69,credit card,4,5,399.35
TXN01557,2026-05-06,CUST011,Williams LLC,travel,350.17,UPI,5,2,423.41
TXN00603,2026-05-08,CUST011,Lewis-Jensen,groceries,755.67,debit card,5,4,519.81
TXN01234,2025-06-19,CUST012,"Webb, Patton and Baker",travel,935.68,credit card,6,3,935.68
TXN00259,2025-06-26,CUST012,"Daniel, Richardson and Espinoza",dining,317.42,debit card,6,3,626.55
TXN00326,2025-06-30,CUST012,Barber Group,travel,357.54,UPI,6,0,536.88
TXN00187,2025-07-25,CUST012,Wallace Group,dining,128.72,debit card,7,4,434.84
TXN00643,2025-07-26,CUST012,Lane Group,travel,173.18,net banking,7,5,382.51
TXN01104,2025-07-26,CUST012,"Cardenas, Lewis and Gamble",travel,15.64,UPI,7,5,321.36
TXN01295,2025-07-26,CUST012,Wilson-Mcdaniel,groceries,675.33,credit card,7,5,371.93
TXN00133,2025-07-30,CUST012,Henry-Marshall,groceries,281.23,debit card,7,2,278.44
TXN01709,2025-08-04,CUST012,"Owen, Pollard and Peters",utilities,55.34,debit card,8,0,241.0
TXN01264,2025-08-11,CUST012,Miller-Kelly,utilities,227.52,debit card,8,0,222.42
TXN01252,2025-08-15,CUST012,"Martin, Gray and Campbell",entertainment,649.89,debit card,8,4,296.88
TXN01408,2025-08-17,CUST012,Price Group,travel,57.55,net banking,8,6,280.36
TXN01728,2025-09-03,CUST012,Davis-Graham,dining,641.07,UPI,9,2,369.7
TXN01528,2025-09-05,CUST012,Stevens and Sons,groceries,420.82,net banking,9,4,333.35
TXN00508,2025-09-21,CUST012,Sanchez Ltd,groceries,701.63,credit card,9,6,393.4
TXN00197,2025-09-26,CUST012,"Morton, Klein and Kelly",shopping,612.86,debit card,9,4,473.05
TXN00999,2025-10-05,CUST012,"Livingston, Santos and Ramirez",utilities,934.72,debit card,10,6,574.08
TXN00147,2025-10-11,CUST012,Underwood-Campbell,dining,356.97,debit card,10,5,532.23
TXN01463,2025-10-12,CUST012,"White, Mills and Willis",dining,72.79,debit card,10,6,534.41
TXN01490,2025-10-15,CUST012,Alvarez and Sons,entertainment,756.34,net banking,10,2,550.88
TXN01765,2025-10-24,CUST012,Unknown Merchant,entertainment,650.7,UPI,10,4,583.72
TXN00622,2025-10-30,CUST012,Moore Inc,groceries,432.78,UPI,10,3,545.31
TXN00252,2025-11-07,CUST012,Watts Ltd,travel,356.81,debit card,11,4,508.73
TXN00239,2025-11-15,CUST012,"Miller, Marshall and Duke",entertainment,591.59,debit card,11,5,459.71
TXN00813,2025-11-23,CUST012,Harrington-Thomas,utilities,166.88,UPI,11,6,432.56
TXN00369,2025-12-07,CUST012,Saunders-Cline,dining,602.38,UPI,12,6,508.21
TXN00058,2026-01-11,CUST012,Mclaughlin-Maxwell,dining,256.98,net banking,1,6,436.87
TXN01511,2026-01-12,CUST012,Robinson-Cooper,shopping,453.79,net banking,1,0,408.74
TXN01216,2026-01-16,CUST012,Sanchez-Patterson,utilities,817.87,net banking,1,4,463.76
TXN00825,2026-01-19,CUST012,Gomez-Gill,travel,164.81,credit card,1,0,436.33
TXN00685,2026-01-27,CUST012,Berry-Miller,utilities,541.16,credit card,1,1,429.12
TXN01227,2026-03-01,CUST012,"Raymond, Vazquez and Reynolds",utilities,140.19,debit card,3,6,425.31
TXN00301,2026-03-03,CUST012,Jenkins-Sherman,groceries,381.98,UPI,3,1,393.83
TXN01971,2026-03-13,CUST012,"Mitchell, Gibson and Gill",travel,327.04,UPI,3,4,403.83
TXN00986,2026-03-16,CUST012,Reese and Sons,dining,331.06,debit card,3,0,386.3
TXN01382,2026-03-30,CUST012,Young PLC,groceries,351.97,net banking,3,0,319.74
TXN00857,2026-04-05,CUST012,Bond and Sons,travel,828.89,debit card,4,6,414.61
TXN01439,2026-04-16,CUST012,Hernandez Ltd,travel,909.21,credit card,4,3,467.19
TXN01868,2026-04-16,CUST012,Russo and Sons,dining,238.43,net banking,4,3,481.23
TXN01506,2026-04-19,CUST012,Hamilton and Sons,dining,413.01,credit card,4,6,485.66
TXN00543,2026-04-27,CUST012,"Perry, Powers and Ward",entertainment,227.03,net banking,4,0,471.37
TXN01424,2026-05-12,CUST012,Garner LLC,travel,496.05,credit card,5,1,494.94
TXN01945,2026-05-15,CUST012,Smith-Lawrence,dining,533.84,net banking,5,4,520.92
TXN00247,2026-05-20,CUST012,Martin Ltd,groceries,510.45,UPI,5,2,475.43
TXN00307,2026-06-13,CUST012,"Johnson, Garcia and Ellis",dining,322.1,UPI,6,5,391.56
TXN00334,2026-06-14,CUST012,"Gonzalez, Cummings and Ballard",entertainment,583.03,UPI,6,6,440.79
TXN00641,2025-06-22,CUST013,Unknown Merchant,entertainment,839.14,debit card,6,6,839.14
TXN00730,2025-06-30,CUST013,Ellis and Sons,entertainment,413.96,credit card,6,0,626.55
TXN01407,2025-08-29,CUST013,Wheeler-Acosta,shopping,16.15,net banking,8,4,423.08
TXN01520,2025-09-04,CUST013,Martin-Blair,dining,562.49,credit card,9,3,457.94
TXN01412,2025-09-26,CUST013,Benton Group,dining,585.66,UPI,9,4,483.48
TXN00246,2025-10-02,CUST013,Ray-Ortiz,utilities,938.79,net banking,10,3,559.36
TXN00988,2025-11-07,CUST013,Brock LLC,groceries,10619.91,debit card,11,4,1996.59
TXN00219,2025-11-08,CUST013,Unknown Merchant,travel,183.23,credit card,11,5,1902.88
TXN00305,2025-11-25,CUST013,May-Kline,utilities,279.47,UPI,11,1,1883.67
TXN00457,2025-12-07,CUST013,Wright-Flores,shopping,157.52,credit card,12,6,1903.87
TXN00315,2025-12-23,CUST013,Duran-Boyd,travel,932.19,net banking,12,1,1956.68
TXN00714,2026-01-04,CUST013,Blair LLC,entertainment,640.75,UPI,1,6,1964.55
TXN00613,2026-01-09,CUST013,Carter Group,dining,784.28,credit card,1,4,1942.48
TXN01063,2026-01-21,CUST013,Thompson-Harper,entertainment,802.75,credit card,1,2,540.03
TXN01773,2026-01-29,CUST013,Everett-Griffin,shopping,938.37,net banking,1,3,647.9
TXN00788,2026-01-30,CUST013,Ellis-Stephenson,dining,370.6,UPI,1,4,660.92
TXN01917,2026-02-04,CUST013,"Bennett, Jackson and Johnson",groceries,757.33,debit card,2,2,746.61
TXN01038,2026-02-11,CUST013,Sanchez-Higgins,groceries,703.27,UPI,2,2,713.91
TXN01517,2026-02-13,CUST013,Boyle-Bryan,utilities,210.24,UPI,2,4,652.41
TXN00090,2026-02-23,CUST013,Cooley-Weber,groceries,508.17,UPI,2,0,612.96
TXN01650,2026-03-16,CUST013,"Pena, Wall and Miller",dining,374.69,UPI,3,0,551.81
TXN01119,2026-03-22,CUST013,Mclaughlin-Melendez,travel,73.04,debit card,3,6,428.19
TXN01419,2026-05-05,CUST013,Aguirre and Sons,utilities,26.4,net banking,5,1,379.02
TXN01693,2026-05-10,CUST013,"Hays, White and Green",entertainment,536.85,net banking,5,6,347.52
TXN01100,2026-05-19,CUST013,"Daniels, Tran and Brennan",dining,505.54,credit card,5,1,319.28
TXN00034,2026-05-22,CUST013,"Singh, Cook and Norman",groceries,653.73,UPI,5,4,382.63
TXN01852,2026-05-28,CUST013,Yoder-Robertson,entertainment,959.61,debit card,5,3,447.12
TXN01849,2026-06-08,CUST013,Lam-Miller,travel,234.95,credit card,6,0,427.16
TXN00553,2026-06-13,CUST013,"Washington, Hernandez and Ortiz",shopping,999.82,net banking,6,5,559.56
TXN01993,2025-06-23,CUST014,Williams PLC,shopping,39.23,net banking,6,0,39.23
TXN01058,2025-07-14,CUST014,Miles-Pierce,groceries,712.14,UPI,7,0,375.68
TXN01093,2025-07-23,CUST014,"Compton, Carroll and Wells",shopping,251.08,debit card,7,2,334.15
TXN00162,2025-07-28,CUST014,Miller-Peck,travel,765.67,debit card,7,0,442.03
TXN01781,2025-07-31,CUST014,Romero Group,travel,672.77,credit card,7,3,488.18
TXN00898,2025-08-16,CUST014,Hayes PLC,entertainment,456.78,UPI,8,5,482.94
TXN01223,2025-08-23,CUST014,"Rogers, Smith and Gray",groceries,208.04,credit card,8,5,443.67
TXN01114,2025-08-25,CUST014,"Willis, Gilbert and Johnston",utilities,909.23,net banking,8,0,567.96
TXN00119,2025-09-06,CUST014,Elliott Inc,utilities,281.26,net banking,9,5,506.4
TXN00051,2025-09-20,CUST014,Unknown Merchant,utilities,34.4,credit card,9,5,475.45
TXN01567,2025-10-09,CUST014,Thomas Ltd,travel,761.03,debit card,10,3,474.79
TXN00130,2025-10-14,CUST014,"Grant, Friedman and Paul",shopping,554.38,credit card,10,1,457.87
TXN00983,2025-10-29,CUST014,"Smith, Anderson and Sutton",utilities,755.31,credit card,10,2,500.52
TXN01624,2025-11-05,CUST014,Mathis PLC,utilities,946.66,net banking,11,2,606.04
TXN00450,2025-11-13,CUST014,Thompson LLC,shopping,280.01,debit card,11,3,516.15
TXN00979,2025-12-23,CUST014,"Hays, Wagner and Nelson",entertainment,265.21,net banking,12,1,513.86
TXN00049,2025-12-25,CUST014,"Zuniga, Scott and Gonzalez",entertainment,643.11,credit card,12,3,600.82
TXN00054,2025-12-26,CUST014,White-Kirby,groceries,158.81,UPI,12,4,514.78
TXN01458,2025-12-27,CUST014,Davis-Howell,utilities,317.89,UPI,12,5,481.0
TXN00280,2025-12-30,CUST014,"Fry, Perry and Moore",shopping,907.5,credit card,12,1,502.74
TXN01652,2026-01-08,CUST014,Rosales-Day,groceries,644.66,UPI,1,3,459.6
TXN01120,2026-01-17,CUST014,Hernandez-Macdonald,groceries,872.62,net banking,1,5,544.26
TXN01865,2026-01-17,CUST014,Armstrong-Allen,utilities,409.12,credit card,1,5,564.82
TXN00167,2026-01-20,CUST014,"Wright, Martin and Austin",dining,638.91,debit card,1,1,564.22
TXN01544,2026-02-14,CUST014,Ramirez and Sons,groceries,833.03,credit card,2,5,660.53
TXN00354,2026-03-01,CUST014,Goodwin Group,entertainment,198.56,debit card,3,6,643.49
TXN00581,2026-03-01,CUST014,Ward Ltd,groceries,909.98,debit card,3,6,643.84
TXN00445,2026-03-15,CUST014,Medina Ltd,groceries,353.85,debit card,3,6,602.3
TXN01645,2026-03-15,CUST014,"Howell, Mendoza and Lamb",dining,920.61,credit card,3,6,609.15
TXN01400,2026-03-27,CUST014,Gonzalez LLC,groceries,809.3,UPI,3,4,666.32
TXN01457,2026-04-11,CUST014,"Gamble, Rodgers and Roberson",shopping,371.05,net banking,4,5,628.05
TXN00598,2026-04-17,CUST014,Browning Group,travel,841.68,debit card,4,4,629.29
TXN01167,2026-04-19,CUST014,"Anderson, Chavez and Eaton",entertainment,839.15,UPI,4,6,720.8
TXN00473,2026-04-24,CUST014,"Smith, Holmes and Hale",travel,969.84,net banking,4,4,729.35
TXN00742,2026-05-06,CUST014,"Brown, Willis and Morgan",groceries,896.79,UPI,5,2,806.92
TXN01660,2026-05-10,CUST014,"Mcdonald, Wells and Harrison",utilities,192.58,net banking,5,6,702.91
TXN01965,2026-05-10,CUST014,Landry-Stokes,dining,834.83,UPI,5,6,706.56
TXN01201,2026-05-12,CUST014,"Long, Spencer and Richardson",travel,946.45,net banking,5,1,788.76
TXN00330,2026-05-17,CUST014,Parker and Sons,entertainment,74.85,debit card,5,6,679.21
TXN01885,2026-06-05,CUST014,Myers-Rodriguez,shopping,397.29,credit card,6,4,616.09
TXN00115,2026-06-12,CUST014,Williamson-James,entertainment,368.7,credit card,6,4,530.21
TXN00217,2025-07-15,CUST015,"Nguyen, Rodriguez and Rodriguez",utilities,282.63,credit card,7,1,282.63
TXN00823,2025-07-28,CUST015,Webb LLC,utilities,97.85,net banking,7,0,190.24
TXN00945,2025-08-11,CUST015,"Jackson, Cook and Glover",groceries,648.09,credit card,8,0,342.86
TXN00843,2025-08-14,CUST015,Mahoney-Zamora,groceries,99.87,debit card,8,3,282.11
TXN00271,2025-08-20,CUST015,Hendricks PLC,groceries,630.73,net banking,8,2,351.83
TXN00139,2025-09-10,CUST015,Mccarthy Inc,groceries,358.25,UPI,9,2,352.9
TXN01973,2025-09-30,CUST015,"Garcia, Scott and Lyons",dining,861.33,credit card,9,1,425.54
TXN00995,2025-10-01,CUST015,Potter Ltd,entertainment,745.65,net banking,10,2,491.68
TXN00013,2025-10-08,CUST015,"Bolton, Baker and Foster",entertainment,510.68,credit card,10,2,550.66
TXN01312,2025-10-18,CUST015,Bradley-Koch,entertainment,540.3,debit card,10,5,535.26
TXN00360,2025-10-26,CUST015,"Nunez, Wilson and Davidson",travel,630.97,net banking,10,6,611.13
TXN01069,2025-11-07,CUST015,Anderson Ltd,shopping,493.89,net banking,11,4,591.58
TXN00904,2025-11-12,CUST015,"Brewer, Walker and White",travel,382.13,net banking,11,2,594.99
TXN00713,2025-11-26,CUST015,Vincent-Gonzalez,shopping,901.75,net banking,11,2,600.77
TXN01015,2025-12-11,CUST015,Smith-Hendricks,travel,710.01,UPI,12,3,595.68
TXN01089,2025-12-15,CUST015,Carey-Bartlett,groceries,686.07,credit card,12,0,620.73
TXN01399,2025-12-27,CUST015,Stone Inc,utilities,255.38,net banking,12,5,580.03
TXN01309,2026-01-02,CUST015,Bush-Wood,utilities,536.96,debit card,1,4,566.6
TXN00238,2026-01-11,CUST015,"Chen, Torres and Adams",travel,944.51,credit card,1,6,630.97
TXN01953,2026-01-28,CUST015,"Perkins, Vasquez and Watts",entertainment,32.63,credit card,1,2,581.04
TXN01283,2026-03-18,CUST015,Wilkinson PLC,entertainment,293.29,UPI,3,2,494.12
